chapter_no,title,sect_no,sect_desc,subsec_1,subsec_2,subsec_3,subsec_desc,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,117,Suits for infringement to be instituted before District Court,1,,,No suit for the infringement of a trade mark or otherwise relating to any right in a trade mark shall be instituted in any court inferior to a District Court having jurisdiction to try the suit.,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,118,Costs of Registrar in proceedings before the High Court or a District Court,1,,,"In all proceedings under this Ordinance before the High Court or a District Court, the costs of the Registrar shall be in the discretion of the High Court or, as the case may be the District Court, but the Registrar shall not be ordered to pay the costs of any of the parties.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,119,Burden of proving use of trade mark,1,,,"If in any proceedings under this Ordinance, if a question arises as to the use to which a registered trade mark has been put, it shall be for the proprietor to show what use has been made of it",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,120,Certain persons to be public servants,,,,"Every person appointed under this Ordinance shall be deemed to be a public servant within the meaning of section 21 of the Pakistan Penal Code, 1860 (Act XLV of 1860).",sect_no21
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,121,Documents open to public inspection,1,,,Save as otherwise provided in this Ordinance,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,121,Documents open to public inspection,1,a,,the Register and any document upon which any entry in the Register is based,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,121,Documents open to public inspection,1,b,,"every notice of opposition to the registration of a trade mark, application for rectification before the Registrar, counter-statement thereto, and any affidavit or documents filed by the parties in any proceedings before the Registrar",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,121,Documents open to public inspection,1,c,,"such other documents as the Registrar may, by notification in the Journal specify, shall, subject to such conditions as may be prescribed, be open to public inspection at the Trade Marks Registry.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,121,Documents open to public inspection,2,,,"Any person may, on an application to the Registrar and on payment of such fees as may be prescribed, obtain a certified copy of any entry in the Register or any document referred to in sub-section (1).",subsec_1
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,122,Death of a party to any proceedings under this Ordinance,1,,,"If a person who is a party to any proceedings under this Ordinance, not being any proceedings before the High Court or a District Court, dies pending the proceedings, the Registrar may, on request, and on proof to his satisfaction of the transmission of the interest of the deceased person, substitute in the proceedings his successor in interest in his place, or if the Registrar is of opinion that the interest of the deceased person is sufficiently represented by the surviving parties, permit the proceedings to continue without the substitution of his successor in interest",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,123,Extension of time,1,,,"If the Registrar is satisfied, on application made to him in the prescribed manner and accompanied by the prescribed fee, that there is sufficient cause for extending the time for doing any act not being a time expressly provided in this Ordinance, whether the time so specified has expired or not, he may subject to such conditions as he may think fit to impose, extend the time and inform the parties accordingly.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,123,Extension of time,2,,,Nothing in sub-section (1) shall be deemed to require the Registrar to hear the parties before disposing of an application for extension of time and no appeal shall lie from any order of the Registrar under this section.,subsec_1
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,124,Registrar and other officers not compellable to produce Register,1,,,"The Registrar or any officer of the Trade Mark Registry shall not, in any legal proceedings to which he is not a party, be compellable to produce the Register or any other document in his custody the contents of which can be proved by the production of a certified copy issued under this Ordinance or to appear as a witness to prove the matters therein recorded unless by order of the High Court or District Court made for special case.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,125,Power to require goods to show indication of origin,1,,,"The Federal Government may, by notification in the official Gazette, require that goods of any description specified in the notification, which are made or produced beyond the limits of Pakistan and imported into Pakistan, or which are made or produced within the limits of Pakistan, shall from such date as may be appointed by the notification not being less than three months form its issue, have applied to them an indication of the county or place in which they were made or produced, and of the name and address of the manufacture or the person for whom the goods were manufactured.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,125,Power to require goods to show indication of origin,2,,,"The notification under sub-section (1) may specify the manner in which such indication shall be applied, that is to say, whether to goods themselves or in any other manner and the times or occasions on which the presence of the indication shall be necessary, that is to say, whether on importation only, or also at the time of sale, whether by wholesale or retail or both.",subsec_1
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,125,Power to require goods to show indication of origin,3,,,"The provisions of section 23 of the General Clauses Act, 1897 (x of 1897), shall apply to the issue of a notification under sub-section (1), as they apply to the making of a rule or bye-law the making of which is subject to the condition of previous publication.",sect_no23
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,125,Power to require goods to show indication of origin,4,,,"A notification under sub-section (1), shall not apply to goods made or produced beyond the limits of Pakistan and imported into Pakistan, if in respect of those goods the Collector of Customs is satisfied at the time of importation that they are intended for exportation whether after transshipment in or transit through Pakistan or otherwise.",subsec_1
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,126,Address for service,1,,,"Every applicant or opponent in ay proceedings under this Ordinance, who does not reside or carry on business within Pakistan, shall give an address for service in Pakistan and such address may be treated as the actual address of that person for all purpose connected with the proceedings in question.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,126,Address for service,2,,,"The address for service shall be deemed to be address of the applicant or the opponent and all documents in relation to the application or notice of opposition may be served by leaving them at or sending them by registered post to the address for service of the applicant, as the case may be",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,127,Trade mark agents,1,,,"Where by or under this Ordinance any act, other than the making of any affidavit, is required to be done by any person, the act may, subject to such conditions as may be prescribed, be done, in lieu of by that person himself, by duly authorised agent whose is registered with the Trade Marks Registry in the prescribed manner as a trade mark agent",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,127,Trade mark agents,2,,,"The Federal Government may, by notification in the official Gazette, make rules for providing qualifications, registration and conduct of trade mark agents.",
